rebalance_id,date,ticker,side,quantity,price,transaction_cost,slippage_cost
24,2022-01-03,MSFT,SELL,11,335.182331,3.687006,1.844425
24,2022-01-03,TSLA,SELL,6,382.392052,2.294352,1.147750
24,2022-01-03,BTC-USD,SELL,1,47319.871197,47.319871,23.671771
24,2022-01-03,AAPL,BUY,560,177.918917,99.634593,49.792401
25,2022-02-01,AAPL,SELL,39,173.922990,6.782997,3.393195
25,2022-02-01,MSFT,SELL,6,310.254799,1.861529,0.931230
25,2022-02-01,TSLA,BUY,29,311.892532,9.044883,4.520182
26,2022-03-01,AAPL,SELL,1,164.617647,0.164618,0.082350
26,2022-03-01,MSFT,SELL,3,296.251794,0.888755,0.444600
26,2022-03-01,TSLA,BUY,4,290.038288,1.160153,0.579787
27,2022-04-01,TSLA,SELL,30,360.203140,10.806094,5.405750
27,2022-04-01,AAPL,BUY,26,174.117014,4.527042,2.262390
27,2022-04-01,MSFT,BUY,18,309.524680,5.571444,2.784330
28,2022-05-02,AAPL,SELL,19,156.631652,2.976001,1.488745
28,2022-05-02,MSFT,SELL,10,277.571136,2.775711,1.388550
28,2022-05-02,TSLA,SELL,264,286.779878,75.709888,37.873881
28,2022-05-02,SPY,BUY,199,412.276042,82.042932,41.000966
29,2022-06-01,MSFT,SELL,297,275.062412,81.693536,40.867202
29,2022-06-01,SPY,SELL,3,414.962428,1.244887,0.622755
29,2022-06-01,AAPL,BUY,14,149.974944,2.099649,1.049300
29,2022-06-01,BTC-USD,BUY,2,31808.450965,63.616902,31.792555
30,2022-07-01,AAPL,SELL,38,135.971973,5.166935,2.584760
30,2022-07-01,SPY,SELL,14,376.371718,5.269204,2.635920
30,2022-07-01,BTC-USD,SELL,2,19810.560468,39.621121,19.820471
30,2022-07-01,MSFT,BUY,266,256.518210,68.233844,34.099872
31,2022-08-01,AAPL,SELL,29,160.929490,4.666955,2.334645
31,2022-08-01,MSFT,SELL,266,277.681097,73.863172,36.950061
31,2022-08-01,SPY,BUY,4,409.354569,1.637418,0.818300
31,2022-08-01,TSLA,BUY,252,301.427311,75.959682,37.960861
32,2022-09-01,AAPL,SELL,13,156.561679,2.035302,1.018160
32,2022-09-01,SPY,SELL,2,392.693570,0.785387,0.392890
32,2022-09-01,TSLA,BUY,12,272.716277,3.272595,1.635480
33,2022-10-03,SPY,SELL,1,360.899447,0.360899,0.180540
33,2022-10-03,TSLA,SELL,264,254.372750,67.154406,33.594000
33,2022-10-03,AAPL,BUY,15,138.279112,2.074187,1.036575
33,2022-10-03,MSFT,BUY,279,235.527709,65.712231,32.839696
34,2022-11-01,AAPL,SELL,24,155.002462,3.720059,1.860960
34,2022-11-01,MSFT,SELL,279,234.482706,65.420675,32.726701
34,2022-11-01,SPY,SELL,3,389.944945,1.169835,0.585210
34,2022-11-01,BTC-USD,BUY,3,20505.145887,61.515438,30.742348
35,2022-12-01,AAPL,SELL,1,148.135902,0.148136,0.074105
35,2022-12-01,SPY,SELL,16,408.565604,6.537050,3.270160
35,2022-12-01,BTC-USD,SELL,3,17159.417952,51.478254,25.752003
35,2022-12-01,MSFT,BUY,262,253.996930,66.547196,33.256969
36,2023-01-03,MSFT,SELL,7,242.958462,1.700709,0.850780
36,2023-01-03,SPY,SELL,2,384.177810,0.768356,0.384370
36,2023-01-03,AAPL,BUY,24,130.345139,3.128283,1.563360
37,2023-02-01,AAPL,SELL,19,143.898016,2.734062,1.367715
37,2023-02-01,MSFT,SELL,255,247.876000,63.208380,31.620000
37,2023-02-01,BTC-USD,BUY,2,23149.404855,46.298810,23.137836
38,2023-03-01,AAPL,SELL,456,146.756587,66.921004,33.477240
38,2023-03-01,MSFT,BUY,260,250.885375,65.230197,32.598799
38,2023-03-01,SPY,BUY,3,395.607709,1.186823,0.593115
39,2023-04-03,MSFT,SELL,7,286.376729,2.004637,1.002820
39,2023-04-03,SPY,SELL,165,408.645581,67.426521,33.730126
39,2023-04-03,AAPL,BUY,439,164.352139,72.150589,36.057266
40,2023-05-01,MSFT,SELL,7,306.816516,2.147716,1.074395
40,2023-05-01,AAPL,BUY,6,169.364639,1.016188,0.507840
41,2023-06-01,AAPL,SELL,12,177.611147,2.131334,1.066200
41,2023-06-01,MSFT,SELL,10,325.767028,3.257670,1.629650
42,2023-07-03,AAPL,SELL,8,193.683109,1.549465,0.775120
42,2023-07-03,BTC-USD,SELL,2,30609.203367,61.218407,30.624516
42,2023-07-03,MSFT,BUY,6,339.359597,2.036158,1.017570
42,2023-07-03,TSLA,BUY,297,276.628235,82.158586,41.058764
43,2023-08-01,AAPL,SELL,10,196.141885,1.961419,0.981200
43,2023-08-01,TSLA,BUY,8,266.393140,2.131145,1.065040
44,2023-09-01,MSFT,SELL,2,331.144343,0.662289,0.331310
44,2023-09-01,AAPL,BUY,2,189.584750,0.379170,0.189490
44,2023-09-01,TSLA,BUY,2,257.388640,0.514777,0.257260
45,2023-10-02,AAPL,SELL,417,171.134391,71.363041,35.699370
45,2023-10-02,MSFT,SELL,5,316.121859,1.580609,0.790700
45,2023-10-02,TSLA,SELL,3,244.687593,0.734063,0.367215
45,2023-10-02,SPY,BUY,173,426.833305,73.842162,36.902630
46,2023-11-01,MSFT,SELL,24,339.620114,8.150883,4.077480
46,2023-11-01,SPY,SELL,173,418.990412,72.485341,36.260801
46,2023-11-01,TSLA,BUY,46,204.142013,9.390533,4.692920
46,2023-11-01,BTC-USD,BUY,2,34674.602074,69.349204,34.657273
47,2023-12-01,TSLA,SELL,9,233.023429,2.097211,1.049130
48,2024-01-02,TSLA,SELL,341,249.954962,85.234642,42.638640
48,2024-01-02,MSFT,BUY,17,374.046915,6.358798,3.177810
48,2024-01-02,SPY,BUY,180,472.396084,85.031295,42.494400
49,2024-02-01,MSFT,SELL,11,401.629072,4.417920,2.210065
50,2024-03-01,MSFT,BUY,8,411.475624,3.291805,1.645080
50,2024-03-01,SPY,BUY,5,509.234501,2.546173,1.272450
52,2024-05-01,MSFT,BUY,1,392.806290,0.392806,0.196305
55,2024-08-01,MSFT,SELL,226,420.579614,95.050993,47.549271
55,2024-08-01,BTC-USD,SELL,2,64593.526924,129.187054,64.625840
55,2024-08-01,AAPL,BUY,475,224.482180,106.629036,53.287874
55,2024-08-01,SPY,BUY,8,552.846292,4.422770,2.210280
55,2024-08-01,TSLA,BUY,468,227.803847,106.612201,53.279461
56,2024-09-03,AAPL,SELL,12,228.435728,2.741229,1.371300
56,2024-09-03,SPY,SELL,4,560.189736,2.240759,1.120940
56,2024-09-03,TSLA,BUY,23,215.367625,4.953455,2.475490
57,2024-10-01,TSLA,SELL,55,262.538678,14.439627,7.223425
57,2024-10-01,AAPL,BUY,35,229.634764,8.037217,4.016600
57,2024-10-01,SPY,BUY,10,573.686724,5.736867,2.867000
58,2024-11-01,SPY,SELL,199,571.034347,113.635835,56.846341
58,2024-11-01,AAPL,BUY,5,221.080486,1.105402,0.552425
58,2024-11-01,TSLA,BUY,5,252.166013,1.260830,0.630100
58,2024-11-01,BTC-USD,BUY,1,70252.006887,70.252007,35.108449
59,2024-12-02,TSLA,SELL,51,352.203815,17.962395,8.985690
59,2024-12-02,AAPL,BUY,75,237.388639,17.804148,8.897625
60,2025-01-02,AAPL,SELL,2,248.805528,0.497611,0.248930
60,2025-01-02,TSLA,SELL,22,389.904956,8.577909,4.291100
61,2025-02-03,AAPL,SELL,576,229.875010,132.408006,66.237122
61,2025-02-03,TSLA,SELL,5,386.486653,1.932433,0.966700
61,2025-02-03,SPY,BUY,236,592.966318,139.940051,69.935058
62,2025-03-03,SPY,SELL,236,595.881903,140.628129,70.349239
62,2025-03-03,AAPL,BUY,533,241.910888,128.938503,64.437033
62,2025-03-03,TSLA,BUY,66,300.490166,19.832351,9.911220
63,2025-04-01,AAPL,SELL,4,219.700093,0.878800,0.439620
63,2025-04-01,BTC-USD,SELL,1,82510.645914,82.510646,41.275961
63,2025-04-01,SPY,BUY,208,557.728737,116.007577,57.974801
63,2025-04-01,TSLA,BUY,11,263.931888,2.903251,1.450900
64,2025-05-01,AAPL,SELL,529,208.975462,110.548019,55.301660
64,2025-05-01,TSLA,SELL,23,279.870005,6.437010,3.220115
64,2025-05-01,BTC-USD,BUY,1,94259.965805,94.259966,47.106430
65,2025-06-02,SPY,SELL,208,587.466130,122.192955,61.127041
65,2025-06-02,TSLA,SELL,35,343.328250,12.016489,6.011250
65,2025-06-02,MSFT,BUY,285,457.368585,130.350047,65.142452
66,2025-07-01,MSFT,SELL,24,496.221766,11.909322,5.957640
66,2025-07-01,TSLA,SELL,382,298.310761,113.954711,57.005858
66,2025-07-01,SPY,BUY,209,616.668165,128.883647,64.409618
67,2025-08-01,MSFT,SELL,6,534.732500,3.208395,1.605000
67,2025-08-01,SPY,BUY,8,626.613138,5.012905,2.505200
68,2025-09-02,SPY,SELL,217,637.181250,138.268331,69.168750
68,2025-09-02,MSFT,BUY,8,500.720236,4.005762,2.001880
68,2025-09-02,TSLA,BUY,400,328.394126,131.357650,65.646002
69,2025-10-01,TSLA,SELL,63,443.578088,27.945420,13.979700
69,2025-10-01,BTC-USD,SELL,1,114000.564953,114.000565,57.028797
69,2025-10-01,MSFT,BUY,27,515.057388,13.906549,6.949800
69,2025-10-01,SPY,BUY,225,663.501568,149.287853,74.606623
70,2025-11-03,MSFT,SELL,290,519.550093,150.669527,75.372450
70,2025-11-03,SPY,SELL,2,685.327148,1.370654,0.685670
70,2025-11-03,TSLA,SELL,1,455.761995,0.455762,0.227995
70,2025-11-03,AAPL,BUY,564,270.555223,152.593146,76.258444
71,2025-12-01,AAPL,SELL,23,277.871005,6.391033,3.197115
71,2025-12-01,SPY,SELL,1,678.470593,0.678471,0.339405
71,2025-12-01,TSLA,BUY,17,425.532667,7.234055,3.615220
