rebalance_id,date,ticker,transaction_cost,slippage_cost,total_cost
50,2024-03-01,MSFT,3.291805,1.645080,4.936885
50,2024-03-01,SPY,2.546173,1.272450,3.818623
52,2024-05-01,MSFT,0.392806,0.196305,0.589111
55,2024-08-01,MSFT,95.050993,47.549271,142.600264
55,2024-08-01,BTC-USD,129.187054,64.625840,193.812894
55,2024-08-01,AAPL,106.629036,53.287874,159.916909
55,2024-08-01,SPY,4.422770,2.210280,6.633050
55,2024-08-01,TSLA,106.612201,53.279461,159.891661
56,2024-09-03,AAPL,2.741229,1.371300,4.112529
56,2024-09-03,SPY,2.240759,1.120940,3.361699
56,2024-09-03,TSLA,4.953455,2.475490,7.428945
57,2024-10-01,TSLA,14.439627,7.223425,21.663053
57,2024-10-01,AAPL,8.037217,4.016600,12.053817
57,2024-10-01,SPY,5.736867,2.867000,8.603867
58,2024-11-01,SPY,113.635835,56.846341,170.482176
58,2024-11-01,AAPL,1.105402,0.552425,1.657827
58,2024-11-01,TSLA,1.260830,0.630100,1.890930
58,2024-11-01,BTC-USD,70.252007,35.108449,105.360456
59,2024-12-02,TSLA,17.962395,8.985690,26.948085
59,2024-12-02,AAPL,17.804148,8.897625,26.701773
60,2025-01-02,AAPL,0.497611,0.248930,0.746541
60,2025-01-02,TSLA,8.577909,4.291100,12.869009
61,2025-02-03,AAPL,132.408006,66.237122,198.645128
61,2025-02-03,TSLA,1.932433,0.966700,2.899133
61,2025-02-03,SPY,139.940051,69.935058,209.875109
62,2025-03-03,SPY,140.628129,70.349239,210.977368
62,2025-03-03,AAPL,128.938503,64.437033,193.375537
62,2025-03-03,TSLA,19.832351,9.911220,29.743571
63,2025-04-01,AAPL,0.878800,0.439620,1.318420
63,2025-04-01,BTC-USD,82.510646,41.275961,123.786607
63,2025-04-01,SPY,116.007577,57.974801,173.982379
63,2025-04-01,TSLA,2.903251,1.450900,4.354151
64,2025-05-01,AAPL,110.548019,55.301660,165.849680
64,2025-05-01,TSLA,6.437010,3.220115,9.657125
64,2025-05-01,BTC-USD,94.259966,47.106430,141.366395
65,2025-06-02,SPY,122.192955,61.127041,183.319996
65,2025-06-02,TSLA,12.016489,6.011250,18.027739
65,2025-06-02,MSFT,130.350047,65.142452,195.492499
66,2025-07-01,MSFT,11.909322,5.957640,17.866962
66,2025-07-01,TSLA,113.954711,57.005858,170.960569
66,2025-07-01,SPY,128.883647,64.409618,193.293265
67,2025-08-01,MSFT,3.208395,1.605000,4.813395
67,2025-08-01,SPY,5.012905,2.505200,7.518105
68,2025-09-02,SPY,138.268331,69.168750,207.437081
68,2025-09-02,MSFT,4.005762,2.001880,6.007642
68,2025-09-02,TSLA,131.357650,65.646002,197.003653
69,2025-10-01,TSLA,27.945420,13.979700,41.925119
69,2025-10-01,BTC-USD,114.000565,57.028797,171.029362
69,2025-10-01,MSFT,13.906549,6.949800,20.856349
69,2025-10-01,SPY,149.287853,74.606623,223.894476
70,2025-11-03,MSFT,150.669527,75.372450,226.041976
70,2025-11-03,SPY,1.370654,0.685670,2.056324
70,2025-11-03,TSLA,0.455762,0.227995,0.683757
70,2025-11-03,AAPL,152.593146,76.258444,228.851590
71,2025-12-01,AAPL,6.391033,3.197115,9.588148
71,2025-12-01,SPY,0.678471,0.339405,1.017876
71,2025-12-01,TSLA,7.234055,3.615220,10.849275
