Date,Open,High,Low,Close,Volume,AdjustedClose,Dividends,StockSplits
2019-02-07,6304.215426,6343.259149,6292.136549,6331.128707,534842,6331.128707,0.000000,0.000000
2019-02-08,6332.236654,6356.609432,6165.804101,6189.627980,1254316,6189.627980,0.000000,0.000000
2019-02-09,6187.449230,6282.385155,6156.227361,6250.843400,986284,6250.843400,0.000000,0.000000
2019-02-10,6250.562112,6429.502338,6224.122234,6402.420101,1327753,6402.420101,0.000000,0.000000
2019-02-11,6405.121922,6426.188368,6269.912043,6290.601833,1674205,6290.601833,0.000000,0.000000
2019-02-12,6289.048054,6312.040813,6170.110821,6192.751521,989159,6192.751521,0.000000,0.000000
2019-02-13,6193.556578,6284.961458,6168.237318,6259.373141,1394712,6259.373141,0.000000,0.000000
2019-02-14,6258.828575,6268.692488,6158.803004,6168.524599,1667584,6168.524599,0.000000,0.000000
2019-02-15,6167.809050,6324.663441,6134.829775,6291.025329,1295955,6291.025329,0.000000,0.000000
2019-02-16,6292.881181,6303.446928,6151.147970,6161.493117,1885804,6161.493117,0.000000,0.000000
2019-02-17,6159.022358,6275.151864,6117.190278,6232.818561,763894,6232.818561,0.000000,0.000000
2019-02-18,6235.355318,6273.665341,6133.960260,6171.880293,708209,6171.880293,0.000000,0.000000
2019-02-19,6174.657639,6195.978731,6035.522401,6056.435272,1758693,6056.435272,0.000000,0.000000
2019-02-20,6054.987783,6297.426666,6008.679236,6249.629500,1945839,6249.629500,0.000000,0.000000
2019-02-21,6247.854605,6672.662694,6227.592812,6651.093199,2997264,6651.093199,0.000000,0.000000
2019-02-22,6649.330659,7079.665520,6612.885677,7041.073397,2425608,7041.073397,0.000000,0.000000
2019-02-23,7041.552189,7326.560743,7009.069508,7292.918510,1808814,7292.918510,0.000000,0.000000
2019-02-24,7293.494650,7549.962409,7260.688511,7516.154745,1830056,7516.154745,0.000000,0.000000
2019-02-25,7516.395261,8049.054568,7464.930502,7994.317477,2874316,7994.317477,0.000000,0.000000
2019-02-26,7993.310192,8097.737886,7961.113138,8065.251055,858713,8065.251055,0.000000,0.000000
2019-02-27,8063.492830,8089.199245,7855.264759,7880.387435,1632909,7880.387435,0.000000,0.000000
2019-02-28,7882.980082,7984.146511,7858.952758,7959.884783,1082594,7959.884783,0.000000,0.000000
2019-03-01,7957.472937,8099.655292,7938.955897,8080.851152,942561,8080.851152,0.000000,0.000000
2019-03-02,8078.176390,8091.973915,7921.156475,7934.708958,1730093,7934.708958,0.000000,0.000000
2019-03-03,7931.154208,8095.705673,7874.581285,8038.367995,1164478,8038.367995,0.000000,0.000000
2019-03-04,8036.977357,8053.646048,7962.769037,7979.318143,994536,7979.318143,0.000000,0.000000
2019-03-05,7979.326122,8211.842590,7925.066704,8156.379212,1073728,8156.379212,0.000000,0.000000
2019-03-06,8159.902767,8219.788293,8047.883751,8107.383842,900587,8107.383842,0.000000,0.000000
2019-03-07,8109.516083,8128.500460,7918.661199,7937.242284,1704284,7937.242284,0.000000,0.000000
2019-03-08,7934.059449,7953.577235,7784.144787,7803.341006,1560708,7803.341006,0.000000,0.000000
2019-03-09,7800.687870,7884.968152,7778.604122,7862.708824,1181574,7862.708824,0.000000,0.000000
2019-03-10,7861.104831,7983.125873,7820.816668,7942.420966,1348664,7942.420966,0.000000,0.000000
2019-03-11,7944.120644,7990.998899,7882.588241,7929.379510,484092,7929.379510,0.000000,0.000000
2019-03-12,7929.347792,8050.859209,7867.475091,7988.524751,662647,7988.524751,0.000000,0.000000
2019-03-13,7985.273421,8009.740298,7801.453908,7825.431029,1668046,7825.431029,0.000000,0.000000
2019-03-14,7826.526589,7871.701300,7611.003026,7655.188776,1649735,7655.188776,0.000000,0.000000
2019-03-15,7654.752430,7691.770812,7493.618849,7530.034094,1218041,7530.034094,0.000000,0.000000
2019-03-16,7527.850384,7706.057600,7489.194872,7666.689152,1703142,7666.689152,0.000000,0.000000
2019-03-17,7670.323162,7689.406926,7580.812517,7599.720622,1020767,7599.720622,0.000000,0.000000
2019-03-18,7597.205114,7760.226608,7547.276281,7709.559384,1521821,7709.559384,0.000000,0.000000
2019-03-19,7712.566112,7779.259022,7667.802378,7734.368746,908596,7734.368746,0.000000,0.000000
2019-03-20,7731.553435,7745.524352,7537.689646,7551.334909,1227145,7551.334909,0.000000,0.000000
2019-03-21,7547.732922,7751.871325,7528.712635,7732.385714,1769414,7732.385714,0.000000,0.000000
2019-03-22,7735.695175,7756.535137,7206.270469,7225.736604,2314607,7225.736604,0.000000,0.000000
2019-03-23,7228.251160,7255.125797,6836.084194,6861.595607,1912539,6861.595607,0.000000,0.000000
2019-03-24,6860.079194,6912.428458,6437.709302,6487.213227,2241352,6487.213227,0.000000,0.000000
2019-03-25,6488.140898,6522.093339,6283.293075,6316.346517,1117115,6316.346517,0.000000,0.000000
2019-03-26,6316.618119,6338.410451,5951.741059,5972.345652,2356884,5972.345652,0.000000,0.000000
2019-03-27,5972.506905,5994.629070,5775.204191,5796.675076,1268544,5796.675076,0.000000,0.000000
2019-03-28,5797.712680,5971.360518,5756.896782,5929.616022,1537828,5929.616022,0.000000,0.000000
2019-03-29,5932.397011,5968.910914,5892.647785,5929.141652,305470,5929.141652,0.000000,0.000000
2019-03-30,5927.528925,6011.907719,5905.247343,5989.393589,1478448,5989.393589,0.000000,0.000000
2019-03-31,5992.244540,6071.675016,5951.635098,6030.804256,1154036,6030.804256,0.000000,0.000000
2019-04-01,6029.224185,6069.614344,6010.491385,6050.814464,1062804,6050.814464,0.000000,0.000000
2019-04-02,6047.916123,6077.212228,5942.026482,5970.949763,1158511,5970.949763,0.000000,0.000000
2019-04-03,5970.221307,5985.475222,5923.461769,5938.634982,1237070,5938.634982,0.000000,0.000000
2019-04-04,5940.891663,6073.143778,5895.521073,6027.114704,1489587,6027.114704,0.000000,0.000000
2019-04-05,6025.475328,6057.747773,5963.282668,5995.393999,559979,5995.393999,0.000000,0.000000
2019-04-06,5995.405989,6139.364226,5962.335329,6105.685267,1442450,6105.685267,0.000000,0.000000
2019-04-07,6108.390085,6137.290502,6083.278493,6112.163399,911997,6112.163399,0.000000,0.000000
2019-04-08,6112.016707,6139.691918,6066.495692,6094.089731,987817,6094.089731,0.000000,0.000000
2019-04-09,6094.290835,6119.149447,5980.997444,6005.493854,1639712,6005.493854,0.000000,0.000000
2019-04-10,6006.358645,6043.338800,5989.985311,6026.909445,420880,6026.909445,0.000000,0.000000
2019-04-11,6028.386037,6046.591762,5867.557614,5885.331315,1764655,5885.331315,0.000000,0.000000
2019-04-12,5884.271955,5965.554516,5872.609327,5953.754176,1450300,5953.754176,0.000000,0.000000
2019-04-13,5954.254291,6050.231183,5911.276483,6006.873570,700512,6006.873570,0.000000,0.000000
2019-04-14,6009.312360,6042.123205,5912.555004,5945.014785,925652,5945.014785,0.000000,0.000000
2019-04-15,5947.143100,6064.041037,5935.908946,6052.607662,928560,6052.607662,0.000000,0.000000
2019-04-16,6051.421350,6069.158065,6003.552540,6021.200680,1114321,6021.200680,0.000000,0.000000
2019-04-17,6022.724043,6055.481639,5954.706445,5987.271214,1420071,5987.271214,0.000000,0.000000
2019-04-18,5985.594778,6032.874991,5871.299735,5918.046384,1422324,5918.046384,0.000000,0.000000
2019-04-19,5916.975217,5937.229023,5875.813749,5895.995743,1184740,5895.995743,0.000000,0.000000
2019-04-20,5897.457949,5918.806746,5749.322406,5770.210569,1018672,5770.210569,0.000000,0.000000
2019-04-21,5770.025922,5801.541803,5675.757424,5706.928669,593059,5706.928669,0.000000,0.000000
2019-04-22,5704.623069,5851.952451,5676.350957,5823.093202,908299,5823.093202,0.000000,0.000000
2019-04-23,5821.165758,5966.987534,5802.421604,5947.835504,1837844,5947.835504,0.000000,0.000000
2019-04-24,5949.346254,5982.781579,5889.296088,5922.580994,490432,5922.580994,0.000000,0.000000
2019-04-25,5921.976890,6054.946513,5891.887325,6024.336858,892269,6024.336858,0.000000,0.000000
2019-04-26,6025.101948,6106.897610,5982.076694,6063.597461,1191273,6063.597461,0.000000,0.000000
2019-04-27,6063.500443,6150.885465,6052.707412,6139.956343,763457,6139.956343,0.000000,0.000000
2019-04-28,6142.252686,6168.965342,6084.111792,6110.687171,1108967,6110.687171,0.000000,0.000000
2019-04-29,6112.129293,6156.772285,5992.006381,6036.094012,764651,6036.094012,0.000000,0.000000
2019-04-30,6033.655430,6063.232408,5929.159312,5958.367229,987169,5958.367229,0.000000,0.000000
2019-05-01,5958.468521,5967.841191,5886.542169,5895.816289,907168,5895.816289,0.000000,0.000000
2019-05-02,5896.105183,5936.057191,5796.710276,5836.256752,1022336,5836.256752,0.000000,0.000000
2019-05-03,5833.846377,5869.036138,5651.959602,5686.259117,1650885,5686.259117,0.000000,0.000000
2019-05-04,5686.395587,5705.661095,5452.061986,5470.596367,2205591,5470.596367,0.000000,0.000000
2019-05-05,5471.077779,5512.936995,5305.779854,5346.687359,1430776,5346.687359,0.000000,0.000000
2019-05-06,5344.350856,5374.915198,5087.984756,5117.250311,1810918,5117.250311,0.000000,0.000000
2019-05-07,5115.592321,5153.002647,4887.795126,4923.802897,1719695,4923.802897,0.000000,0.000000
2019-05-08,4923.152955,4931.699548,4767.841756,4776.133124,2168359,4776.133124,0.000000,0.000000
2019-05-09,4776.357602,4792.520796,4575.897862,4591.435279,1649427,4591.435279,0.000000,0.000000
2019-05-10,4590.627186,4611.982783,4361.383404,4381.767386,2497813,4381.767386,0.000000,0.000000
2019-05-11,4382.179272,4418.712280,4353.725781,4390.206669,333348,4390.206669,0.000000,0.000000
2019-05-12,4390.487642,4412.729852,4191.683514,4213.026708,2279192,4213.026708,0.000000,0.000000
2019-05-13,4214.143160,4377.600573,4201.471231,4364.476592,1835174,4364.476592,0.000000,0.000000
2019-05-14,4366.270391,4515.552242,4342.146747,4490.740899,1872292,4490.740899,0.000000,0.000000
2019-05-15,4492.627010,4548.021150,4485.263594,4540.579141,897888,4540.579141,0.000000,0.000000
2019-05-16,4541.750610,4690.168057,4531.050245,4679.143994,1643513,4679.143994,0.000000,0.000000
2019-05-17,4678.184769,4869.495873,4663.439130,4854.195449,1636319,4854.195449,0.000000,0.000000
2019-05-18,4855.472102,4927.912849,4837.516566,4909.756570,1325568,4909.756570,0.000000,0.000000
2019-05-19,4910.399748,4950.298772,4879.719570,4919.561353,381853,4919.561353,0.000000,0.000000
2019-05-20,4918.843097,4950.563759,4902.473187,4934.142932,849802,4934.142932,0.000000,0.000000
2019-05-21,4933.545900,5120.267458,4913.239425,5099.278827,1481846,5099.278827,0.000000,0.000000
2019-05-22,5101.032978,5270.285049,5086.831702,5255.653311,1838588,5255.653311,0.000000,0.000000
2019-05-23,5257.287819,5467.295024,5226.874408,5435.848640,1571180,5435.848640,0.000000,0.000000
2019-05-24,5433.723223,5650.830823,5395.317667,5611.171066,1527697,5611.171066,0.000000,0.000000
2019-05-25,5610.267667,5645.028885,5479.703823,5513.867748,1370469,5513.867748,0.000000,0.000000
2019-05-26,5516.205627,5533.791290,5398.252220,5415.516888,835849,5415.516888,0.000000,0.000000
2019-05-27,5412.955348,5422.038287,5282.914358,5291.793989,1560172,5291.793989,0.000000,0.000000
2019-05-28,5293.868372,5458.782079,5253.518507,5417.489971,1661205,5417.489971,0.000000,0.000000
2019-05-29,5417.690418,5431.277985,5310.999006,5324.352483,1363946,5324.352483,0.000000,0.000000
2019-05-30,5326.375736,5379.703044,5296.745107,5349.941321,1191904,5349.941321,0.000000,0.000000
2019-05-31,5351.171807,5392.268806,5254.974214,5295.644766,888693,5295.644766,0.000000,0.000000
2019-06-01,5297.402920,5364.355158,5258.022026,5324.770812,1264338,5324.770812,0.000000,0.000000
2019-06-02,5322.779347,5460.078696,5310.281461,5447.288463,1243105,5447.288463,0.000000,0.000000
2019-06-03,5447.391961,5508.431968,5412.185466,5473.059584,423259,5473.059584,0.000000,0.000000
2019-06-04,5470.788264,5509.630860,5346.030951,5384.259192,1453961,5384.259192,0.000000,0.000000
2019-06-05,5384.587631,5460.742852,5376.015367,5452.063168,1523725,5452.063168,0.000000,0.000000
2019-06-06,5452.695607,5471.131170,5412.444019,5430.805573,508631,5430.805573,0.000000,0.000000
2019-06-07,5428.676697,5511.785241,5387.983336,5470.776302,974022,5470.776302,0.000000,0.000000
2019-06-08,5470.535587,5623.976078,5449.019970,5601.943634,1879730,5601.943634,0.000000,0.000000
2019-06-09,5603.921120,5622.739087,5584.762581,5603.579401,732874,5603.579401,0.000000,0.000000
2019-06-10,5605.557464,5615.048880,5597.115494,5606.605333,1169638,5606.605333,0.000000,0.000000
2019-06-11,5606.969762,5694.527275,5565.377260,5652.596316,1010091,5652.596316,0.000000,0.000000
2019-06-12,5653.438552,5694.243683,5625.278774,5666.021232,863683,5666.021232,0.000000,0.000000
2019-06-13,5668.565275,5778.334595,5656.615939,5766.179489,1467345,5766.179489,0.000000,0.000000
2019-06-14,5764.305480,5788.930593,5721.295935,5745.842173,404395,5745.842173,0.000000,0.000000
2019-06-15,5745.796206,5790.008771,5709.626418,5753.788672,760351,5753.788672,0.000000,0.000000
2019-06-16,5754.260482,5810.094222,5726.455895,5782.154850,923448,5782.154850,0.000000,0.000000
2019-06-17,5779.506623,5898.719468,5761.734640,5880.636511,1205766,5880.636511,0.000000,0.000000
2019-06-18,5880.136656,5910.236984,5870.516752,5900.583630,1066210,5900.583630,0.000000,0.000000
2019-06-19,5900.335805,5915.623575,5783.532577,5798.556638,1410315,5798.556638,0.000000,0.000000
2019-06-20,5796.561934,6052.149608,5780.099698,6035.010180,2061440,6035.010180,0.000000,0.000000
2019-06-21,6037.056048,6425.534707,5996.994144,6383.175952,2506211,6383.175952,0.000000,0.000000
2019-06-22,6385.244101,6603.576432,6366.975917,6584.737499,1418297,6584.737499,0.000000,0.000000
2019-06-23,6586.745843,6877.336016,6548.121165,6837.242427,2217051,6837.242427,0.000000,0.000000
2019-06-24,6835.478418,7160.901111,6809.886386,7134.190702,2522323,7134.190702,0.000000,0.000000
2019-06-25,7133.876797,7532.429645,7105.683715,7502.778664,2716157,7502.778664,0.000000,0.000000
2019-06-26,7504.129164,7534.456575,7492.347681,7522.646021,1034154,7522.646021,0.000000,0.000000
2019-06-27,7526.098915,7555.977527,7467.470500,7497.234522,1305828,7497.234522,0.000000,0.000000
2019-06-28,7499.018863,7703.431865,7468.445363,7672.152500,1248551,7672.152500,0.000000,0.000000
2019-06-29,7670.157740,7711.062691,7618.515638,7659.363021,1012187,7659.363021,0.000000,0.000000
2019-06-30,7662.242941,7699.167289,7474.584592,7510.779037,949419,7510.779037,0.000000,0.000000
2019-07-01,7508.300479,7534.647105,7315.470332,7341.230711,961976,7341.230711,0.000000,0.000000
2019-07-02,7337.868427,7384.008943,7181.594252,7227.037867,756631,7227.037867,0.000000,0.000000
2019-07-03,7228.808491,7246.504614,7065.555670,7082.894596,1742853,7082.894596,0.000000,0.000000
2019-07-04,7080.507660,7132.938819,6981.239670,7033.321416,948651,7033.321416,0.000000,0.000000
2019-07-05,7033.208882,7167.817796,7004.112496,7138.286704,1215850,7138.286704,0.000000,0.000000
2019-07-06,7136.059558,7306.818086,7099.351667,7269.424169,1253031,7269.424169,0.000000,0.000000
2019-07-07,7271.626804,7283.741334,7253.133095,7265.236980,930718,7265.236980,0.000000,0.000000
2019-07-08,7264.045481,7469.616130,7220.410359,7425.014071,936074,7425.014071,0.000000,0.000000
2019-07-09,7423.410267,7560.813912,7371.394431,7508.203928,732866,7508.203928,0.000000,0.000000
2019-07-10,7505.538515,7677.291683,7486.136697,7657.497054,1761390,7657.497054,0.000000,0.000000
2019-07-11,7654.633150,7756.270156,7628.997783,7730.381110,1024896,7730.381110,0.000000,0.000000
2019-07-12,7727.613633,7753.516593,7553.291783,7578.695571,1220060,7578.695571,0.000000,0.000000
2019-07-13,7575.967240,7777.906153,7550.966548,7752.323486,1672984,7752.323486,0.000000,0.000000
2019-07-14,7751.176142,7915.053527,7703.126601,7866.290393,1659805,7866.290393,0.000000,0.000000
2019-07-15,7869.893153,8028.363814,7850.525345,8008.654516,1365516,8008.654516,0.000000,0.000000
2019-07-16,8005.515123,8064.964078,7852.734818,7911.485510,1375693,7911.485510,0.000000,0.000000
2019-07-17,7914.768776,8108.520642,7877.347749,8070.363962,1435252,8070.363962,0.000000,0.000000
2019-07-18,8070.485017,8099.062604,7853.472281,7881.380249,1716897,7881.380249,0.000000,0.000000
2019-07-19,7878.338036,7933.352470,7728.671789,7783.020623,1270862,7783.020623,0.000000,0.000000
2019-07-20,7779.938546,7808.265302,7288.494388,7315.128772,2441261,7315.128772,0.000000,0.000000
2019-07-21,7313.716952,7345.246385,6960.609591,6990.746701,2051902,6990.746701,0.000000,0.000000
2019-07-22,6993.934481,7031.869581,6577.953215,6613.826611,2814733,6613.826611,0.000000,0.000000
2019-07-23,6613.674492,6628.568486,6401.228261,6415.676365,1725334,6415.676365,0.000000,0.000000
2019-07-24,6416.119046,6427.000783,6091.716169,6102.065272,2744704,6102.065272,0.000000,0.000000
2019-07-25,6104.274219,6128.972112,5738.100705,5761.411376,2071156,5761.411376,0.000000,0.000000
2019-07-26,5762.367770,5801.021733,5599.827415,5637.644736,936816,5637.644736,0.000000,0.000000
2019-07-27,5636.348077,5680.198865,5557.407483,5600.983132,575655,5600.983132,0.000000,0.000000
2019-07-28,5600.311014,5639.619597,5450.330762,5488.857050,875823,5488.857050,0.000000,0.000000
2019-07-29,5488.604562,5507.375589,5414.979520,5433.562304,1504252,5433.562304,0.000000,0.000000
2019-07-30,5432.584262,5520.680503,5399.266222,5487.028557,1085114,5487.028557,0.000000,0.000000
2019-07-31,5484.586829,5608.410256,5443.666326,5566.875796,1400358,5566.875796,0.000000,0.000000
2019-08-01,5566.096433,5582.377265,5468.654834,5484.697575,1524072,5484.697575,0.000000,0.000000
2019-08-02,5485.224105,5632.057695,5465.466327,5611.843834,1899800,5611.843834,0.000000,0.000000
2019-08-03,5614.273762,5721.713447,5583.288585,5690.308634,968284,5690.308634,0.000000,0.000000
2019-08-04,5690.496414,5730.830652,5633.268747,5673.482391,1141217,5673.482391,0.000000,0.000000
2019-08-05,5671.621488,5701.499589,5584.776943,5614.353357,1267052,5614.353357,0.000000,0.000000
2019-08-06,5613.803150,5670.923472,5588.535422,5645.513018,1356872,5645.513018,0.000000,0.000000
2019-08-07,5645.292842,5655.697116,5610.201158,5620.559850,654598,5620.559850,0.000000,0.000000
2019-08-08,5620.042758,5748.243443,5607.307741,5735.247373,1854025,5735.247373,0.000000,0.000000
2019-08-09,5733.670179,5773.180900,5686.088614,5725.543334,555670,5725.543334,0.000000,0.000000
2019-08-10,5723.928730,5772.961910,5684.925879,5733.891176,1039764,5733.891176,0.000000,0.000000
2019-08-11,5732.102201,5776.749545,5605.245485,5649.247474,980400,5649.247474,0.000000,0.000000
2019-08-12,5649.270070,5675.437488,5544.677552,5570.480016,1025623,5570.480016,0.000000,0.000000
2019-08-13,5572.062032,5593.481038,5452.430086,5473.470106,1189211,5473.470106,0.000000,0.000000
2019-08-14,5472.189313,5498.598098,5357.325799,5383.305632,1292317,5383.305632,0.000000,0.000000
2019-08-15,5384.236943,5405.773890,5283.420828,5304.639386,1401781,5304.639386,0.000000,0.000000
2019-08-16,5303.870213,5329.243928,5174.363055,5199.236201,1185184,5199.236201,0.000000,0.000000
2019-08-17,5200.494416,5312.602263,5165.749912,5277.344326,1540355,5277.344326,0.000000,0.000000
2019-08-18,5275.676685,5361.118356,5265.309980,5350.604419,1351788,5350.604419,0.000000,0.000000
2019-08-19,5348.442774,5383.512513,5239.163053,5273.742986,1675069,5273.742986,0.000000,0.000000
2019-08-20,5271.665131,5286.304545,5172.859115,5187.264148,1095744,5187.264148,0.000000,0.000000
2019-08-21,5185.541976,5214.135054,5052.702664,5080.717742,1654310,5080.717742,0.000000,0.000000
2019-08-22,5080.763468,5117.141734,4977.885669,5013.784366,931904,5013.784366,0.000000,0.000000
2019-08-23,5015.113018,5036.688034,4990.452813,5012.014500,834633,5012.014500,0.000000,0.000000
2019-08-24,5014.279930,5117.950006,4988.265845,5091.535122,1306468,5091.535122,0.000000,0.000000
2019-08-25,5089.447592,5121.027614,4956.891364,4987.840917,1620452,4987.840917,0.000000,0.000000
2019-08-26,4988.544202,5111.206865,4950.032640,5072.050635,910259,5072.050635,0.000000,0.000000
2019-08-27,5072.055707,5111.703966,4937.898930,4976.802596,1291935,4976.802596,0.000000,0.000000
2019-08-28,4978.823177,5126.847174,4942.736666,5089.955179,1347934,5089.955179,0.000000,0.000000
2019-08-29,5088.662330,5131.814627,5057.692731,5100.771333,466837,5100.771333,0.000000,0.000000
2019-08-30,5099.894000,5138.134613,5075.332910,5113.507959,476789,5113.507959,0.000000,0.000000
2019-08-31,5112.720478,5121.417215,5001.085249,5009.606590,1744683,5009.606590,0.000000,0.000000
2019-09-01,5010.618530,5041.995023,4968.319785,4999.627453,740470,4999.627453,0.000000,0.000000
2019-09-02,4999.522460,5018.705627,4750.790634,4769.089631,1688659,4769.089631,0.000000,0.000000
2019-09-03,4770.348670,4790.942350,4760.779350,4781.350960,441723,4781.350960,0.000000,0.000000
2019-09-04,4782.814053,4799.515639,4722.549230,4739.098161,1513301,4739.098161,0.000000,0.000000
2019-09-05,4738.088733,4745.309580,4695.809417,4702.976754,1409096,4702.976754,0.000000,0.000000
2019-09-06,4705.140123,4718.012848,4694.619429,4707.486908,822275,4707.486908,0.000000,0.000000
2019-09-07,4705.942852,4713.397065,4586.110915,4593.386840,1466760,4593.386840,0.000000,0.000000
2019-09-08,4595.035865,4612.735943,4423.144081,4440.247916,1952431,4440.247916,0.000000,0.000000
2019-09-09,4439.821652,4471.020278,4323.501976,4354.098225,1480980,4354.098225,0.000000,0.000000
2019-09-10,4355.230290,4517.593231,4347.974476,4510.079439,1485314,4510.079439,0.000000,0.000000
2019-09-11,4509.808834,4550.806786,4489.478615,4530.383816,1307376,4530.383816,0.000000,0.000000
2019-09-12,4532.304698,4574.937238,4519.913376,4562.463463,504209,4562.463463,0.000000,0.000000
2019-09-13,4562.276401,4675.069940,4538.780677,4651.116690,1220839,4651.116690,0.000000,0.000000
2019-09-14,4650.665531,4671.667566,4630.639765,4651.637615,894930,4651.637615,0.000000,0.000000
2019-09-15,4650.428189,4847.772324,4615.791799,4811.933047,1424634,4811.933047,0.000000,0.000000
2019-09-16,4812.712580,5040.091381,4781.588767,5007.706543,1751197,5007.706543,0.000000,0.000000
2019-09-17,5007.531273,5196.710918,4983.074490,5171.453539,2014883,5171.453539,0.000000,0.000000
2019-09-18,5173.687606,5198.068935,5159.992854,5184.345972,739765,5184.345972,0.000000,0.000000
2019-09-19,5184.102307,5400.567043,5166.367493,5382.154692,1755963,5382.154692,0.000000,0.000000
2019-09-20,5380.906032,5500.371944,5369.896698,5489.141162,1019924,5489.141162,0.000000,0.000000
2019-09-21,5487.011375,5706.185933,5472.591509,5691.229383,2364158,5691.229383,0.000000,0.000000
2019-09-22,5692.680646,5733.394697,5617.984331,5658.453592,1183363,5658.453592,0.000000,0.000000
2019-09-23,5655.969530,5665.086952,5583.031601,5592.045980,855454,5592.045980,0.000000,0.000000
2019-09-24,5592.342358,5675.174995,5566.030387,5648.598340,617769,5648.598340,0.000000,0.000000
2019-09-25,5648.078668,5663.464034,5600.629062,5615.926847,738886,5615.926847,0.000000,0.000000
2019-09-26,5614.051127,5637.630141,5530.868953,5554.196579,1365122,5554.196579,0.000000,0.000000
2019-09-27,5555.151900,5578.510180,5545.847020,5569.181801,878524,5569.181801,0.000000,0.000000
2019-09-28,5570.251083,5587.597644,5553.183833,5570.529542,482344,5570.529542,0.000000,0.000000
2019-09-29,5570.718940,5588.249992,5551.177701,5568.702408,268582,5568.702408,0.000000,0.000000
2019-09-30,5570.261644,5669.925456,5542.009276,5641.312718,1582835,5641.312718,0.000000,0.000000
2019-10-01,5642.897926,5811.672110,5598.414961,5766.217022,1522873,5766.217022,0.000000,0.000000
