rebalance_id,date,ticker,transaction_cost,slippage_cost,total_cost
44,2023-09-01,SPY,0.453397,0.226585,0.679982
44,2023-09-01,TSLA,0.257389,0.128630,0.386019
46,2023-11-01,MSFT,0.679240,0.339790,1.019030
46,2023-11-01,AAPL,0.171086,0.085500,0.256586
46,2023-11-01,TSLA,0.408284,0.204040,0.612324
47,2023-12-01,MSFT,0.376572,0.188380,0.564952
47,2023-12-01,AAPL,0.190425,0.095165,0.285590
47,2023-12-01,TSLA,0.233257,0.116570,0.349827
48,2024-01-02,BTC-USD,44.165047,22.093570,66.258617
48,2024-01-02,AAPL,12.732563,6.363100,19.095662
48,2024-01-02,MSFT,5.236657,2.617020,7.853677
48,2024-01-02,SPY,9.920318,4.957680,14.877998
48,2024-01-02,TSLA,14.011482,7.002240,21.013722
49,2024-02-01,AAPL,1.655082,0.827955,2.483037
49,2024-02-01,MSFT,9.237469,4.621045,13.858513
49,2024-02-01,SPY,4.843877,2.423150,7.267027
49,2024-02-01,TSLA,16.973482,8.482500,25.455982
50,2024-03-01,AAPL,0.359280,0.179550,0.538830
51,2024-04-01,AAPL,0.171276,0.085595,0.256871
51,2024-04-01,TSLA,0.176258,0.088085,0.264343
52,2024-05-01,AAPL,0.169665,0.084790,0.254455
53,2024-06-03,TSLA,0.178219,0.089065,0.267284
56,2024-09-03,AAPL,4.340279,2.171225,6.511504
56,2024-09-03,MSFT,2.926833,1.462685,4.389518
56,2024-09-03,SPY,0.560750,0.280235,0.840985
56,2024-09-03,TSLA,0.861470,0.430520,1.291990
57,2024-10-01,TSLA,10.239008,5.122065,15.361074
57,2024-10-01,AAPL,2.296348,1.147600,3.443948
57,2024-10-01,MSFT,5.143971,2.570700,7.714671
57,2024-10-01,SPY,2.294747,1.146800,3.441547
59,2024-12-02,TSLA,13.031541,6.519030,19.550571
59,2024-12-02,AAPL,3.798218,1.898160,5.696378
59,2024-12-02,MSFT,5.483150,2.740205,8.223355
59,2024-12-02,SPY,3.619629,1.808910,5.428539
60,2025-01-02,TSLA,10.917339,5.461400,16.378739
60,2025-01-02,AAPL,2.490545,1.244650,3.735195
60,2025-01-02,MSFT,4.683170,2.340415,7.023585
60,2025-01-02,SPY,3.538108,1.768170,5.306278
61,2025-02-03,AAPL,0.230105,0.114995,0.345100
63,2025-04-01,TSLA,0.263932,0.131900,0.395832
65,2025-06-02,AAPL,0.200380,0.100140,0.300520
70,2025-11-03,TSLA,1.367286,0.683985,2.051271
70,2025-11-03,AAPL,0.541110,0.270420,0.811530
71,2025-12-01,TSLA,0.850215,0.425320,1.275535
71,2025-12-01,AAPL,0.278149,0.139005,0.417154
71,2025-12-01,MSFT,0.488684,0.244220,0.732904
