rebalance_id,date,ticker,transaction_cost,slippage_cost,total_cost
40,2023-05-01,AAPL,2.032376,1.015680,3.048056
40,2023-05-01,SPY,2.909744,1.454145,4.363889
40,2023-05-01,TSLA,3.754786,1.876455,5.631241
41,2023-06-01,MSFT,2.280369,1.140755,3.421124
41,2023-06-01,AAPL,1.244522,0.621950,1.866472
41,2023-06-01,TSLA,1.216148,0.607770,1.823918
42,2023-07-03,MSFT,0.339020,0.169595,0.508615
42,2023-07-03,TSLA,4.421628,2.211920,6.633548
42,2023-07-03,AAPL,0.193877,0.096890,0.290767
42,2023-07-03,SPY,4.431415,2.214600,6.646015
43,2023-08-01,MSFT,0.335022,0.167595,0.502617
43,2023-08-01,TSLA,1.596761,0.798780,2.395541
43,2023-08-01,AAPL,0.196338,0.098120,0.294458
43,2023-08-01,SPY,1.825992,0.912540,2.738532
44,2023-09-01,AAPL,8.333391,4.168780,12.502172
44,2023-09-01,TSLA,1.542788,0.771780,2.314568
44,2023-09-01,MSFT,1.325903,0.662620,1.988523
44,2023-09-01,SPY,8.614535,4.305115,12.919650
45,2023-10-02,AAPL,1.369075,0.684880,2.053955
45,2023-10-02,MSFT,0.949314,0.474420,1.423734
46,2023-11-01,SPY,1.675962,0.838400,2.514362
46,2023-11-01,AAPL,0.855428,0.427500,1.282927
46,2023-11-01,MSFT,0.679920,0.339790,1.019710
46,2023-11-01,TSLA,0.612426,0.306060,0.918486
47,2023-12-01,SPY,1.822168,0.911540,2.733708
47,2023-12-01,AAPL,1.142551,0.570990,1.713541
47,2023-12-01,TSLA,0.233257,0.116570,0.349827
48,2024-01-02,BTC-USD,44.165047,22.093570,66.258617
48,2024-01-02,AAPL,26.026856,13.006925,39.033781
48,2024-01-02,MSFT,10.847361,5.420970,16.268330
48,2024-01-02,SPY,0.472396,0.236080,0.708476
48,2024-01-02,TSLA,6.505331,3.251040,9.756371
49,2024-02-01,AAPL,14.895739,7.451595,22.347334
49,2024-02-01,MSFT,2.010155,1.004575,3.014729
49,2024-02-01,SPY,7.757957,3.877040,11.634997
49,2024-02-01,TSLA,5.092045,2.544750,7.636795
50,2024-03-01,AAPL,0.359280,0.179550,0.538830
51,2024-04-01,AAPL,0.171276,0.085595,0.256871
52,2024-05-01,TSLA,0.727636,0.364000,1.091636
52,2024-05-01,AAPL,0.339330,0.169580,0.508910
53,2024-06-03,AAPL,4.434482,2.218350,6.652831
53,2024-06-03,MSFT,0.831476,0.415530,1.247006
53,2024-06-03,SPY,3.175707,1.587060,4.762767
53,2024-06-03,TSLA,0.534657,0.267195,0.801852
54,2024-07-01,AAPL,15.898796,7.953375,23.852171
54,2024-07-01,MSFT,3.591075,1.794640,5.385715
54,2024-07-01,SPY,12.009862,6.001930,18.011792
54,2024-07-01,TSLA,0.201121,0.100510,0.301631
55,2024-08-01,TSLA,4.551523,2.276900,6.828423
55,2024-08-01,AAPL,0.224482,0.112185,0.336667
55,2024-08-01,MSFT,2.526002,1.262370,3.788372
55,2024-08-01,SPY,2.211385,1.105140,3.316525
56,2024-09-03,SPY,20.727020,10.368694,31.095715
56,2024-09-03,AAPL,4.344621,2.171225,6.515846
56,2024-09-03,MSFT,12.961688,6.477605,19.439293
56,2024-09-03,TSLA,3.015147,1.506820,4.521967
57,2024-10-01,SPY,11.462266,5.734000,17.196267
57,2024-10-01,TSLA,3.150464,1.576020,4.726484
57,2024-10-01,AAPL,12.400277,6.197040,18.597317
57,2024-10-01,MSFT,2.143321,1.071125,3.214446
58,2024-11-01,MSFT,7.358499,3.681090,11.039589
58,2024-11-01,TSLA,5.794021,2.898460,8.692481
58,2024-11-01,AAPL,6.853495,3.425035,10.278530
58,2024-11-01,SPY,6.287662,3.142260,9.429922
59,2024-12-02,TSLA,10.918318,5.461890,16.380208
59,2024-12-02,AAPL,2.611275,1.304985,3.916260
59,2024-12-02,MSFT,0.843562,0.421570,1.265132
59,2024-12-02,SPY,7.239257,3.617820,10.857077
60,2025-01-02,TSLA,3.509145,1.755450,5.264595
60,2025-01-02,AAPL,1.992436,0.995720,2.988156
60,2025-01-02,SPY,1.769054,0.884085,2.653139
61,2025-02-03,MSFT,1.234183,0.617400,1.851583
61,2025-02-03,AAPL,0.460210,0.229990,0.690200
61,2025-02-03,SPY,0.592966,0.296335,0.889301
62,2025-03-03,AAPL,9.666764,4.835800,14.502564
62,2025-03-03,MSFT,1.596078,0.797640,2.393718
62,2025-03-03,SPY,3.578868,1.788540,5.367408
62,2025-03-03,TSLA,4.507352,2.252550,6.759902
63,2025-04-01,AAPL,0.439400,0.219810,0.659210
63,2025-04-01,MSFT,0.374837,0.187325,0.562162
63,2025-04-01,TSLA,0.527864,0.263800,0.791664
64,2025-05-01,AAPL,2.298730,1.149940,3.448670
64,2025-05-01,SPY,31.925119,15.970545,47.895664
64,2025-05-01,MSFT,18.546998,9.268865,27.815863
64,2025-05-01,TSLA,15.408251,7.700275,23.108526
65,2025-06-02,MSFT,8.681317,4.342830,13.024148
65,2025-06-02,SPY,3.524797,1.763280,5.288077
65,2025-06-02,TSLA,2.746626,1.374000,4.120626
65,2025-06-02,AAPL,2.604942,1.301820,3.906762
66,2025-07-01,AAPL,6.197000,3.100050,9.297050
66,2025-07-01,MSFT,11.909322,5.957640,17.866962
66,2025-07-01,SPY,11.088932,5.547240,16.636172
66,2025-07-01,TSLA,5.673575,2.835370,8.508945
67,2025-08-01,TSLA,14.690731,7.349040,22.039770
67,2025-08-01,AAPL,10.126821,5.060880,15.187701
67,2025-08-01,MSFT,7.493745,3.745000,11.238745
67,2025-08-01,SPY,32.583883,16.283800,48.867683
68,2025-09-02,AAPL,7.332332,3.668000,11.000332
68,2025-09-02,MSFT,2.000879,1.000940,3.001819
68,2025-09-02,TSLA,1.312264,0.656460,1.968724
68,2025-09-02,SPY,10.842919,5.418750,16.261669
69,2025-10-01,AAPL,16.824223,8.416320,25.240543
69,2025-10-01,MSFT,6.174511,3.088800,9.263311
69,2025-10-01,SPY,22.559053,11.273890,33.832943
71,2025-12-01,SPY,11.534000,5.769885,17.303885
71,2025-12-01,AAPL,7.788172,3.892140,11.680313
71,2025-12-01,MSFT,3.420790,1.709540,5.130330
71,2025-12-01,TSLA,0.425533,0.212660,0.638193
